frame,track_id,class_name,confidence,x1,y1,x2,y2,pixel_speed_px_per_frame
247,73,person,0.3341,103,429,151,524,0.25
247,160,person,0.4593,1413,189,1442,265,0.0
247,146,person,0.4839,1588,242,1633,371,0.5
248,6,car,0.6864,613,124,695,183,0.25
248,7,bus,0.4417,386,95,478,177,0.25
248,5,bus,0.5896,391,140,567,463,1.346
248,56,car,0.2754,1012,77,1067,114,0.5
248,73,person,0.4061,103,429,151,524,0.0
248,160,person,0.5448,1412,186,1442,268,0.25
248,146,person,0.4642,1588,241,1633,371,0.559
249,6,car,0.6861,613,124,695,183,0.25
249,7,bus,0.5016,386,96,478,178,0.0
249,5,bus,0.6509,391,140,567,463,1.118
249,56,car,0.2941,1013,77,1068,114,0.0
249,73,person,0.4049,103,429,151,524,0.0
249,160,person,0.5937,1412,185,1443,268,0.25
249,146,person,0.4766,1588,241,1634,371,0.25
250,6,car,0.6784,613,124,695,183,0.354
250,7,bus,0.453,386,96,478,177,0.25
250,5,bus,0.7235,392,139,567,460,1.458
250,56,car,0.3251,1010,77,1064,114,0.791
250,73,person,0.3527,103,429,151,523,0.25
250,160,person,0.6319,1412,184,1443,268,0.354
250,146,person,0.4642,1588,242,1633,371,0.25
250,4,truck,0.2973,1081,30,1167,144,0.143
251,6,car,0.6818,614,124,696,183,0.25
251,7,bus,0.4462,386,95,478,177,0.25
251,5,bus,0.6589,391,139,566,460,1.25
251,56,car,0.3257,1009,77,1063,114,0.791
251,73,person,0.4182,103,429,151,524,0.0
251,160,person,0.6129,1412,183,1443,268,0.5
251,146,person,0.4655,1588,243,1633,371,0.25
251,4,truck,0.3046,1081,30,1167,144,0.143
252,6,car,0.6861,614,124,696,183,0.25
252,7,bus,0.4983,386,95,478,177,0.0
252,5,bus,0.6381,391,139,566,460,0.559
252,56,car,0.2884,1008,77,1061,114,1.25
252,73,person,0.3983,103,428,151,523,0.25
252,160,person,0.6481,1412,182,1442,267,0.75
252,146,person,0.4636,1588,243,1633,371,0.25
252,4,bus,0.3087,1080,30,1166,145,0.0
253,6,car,0.6933,614,124,696,183,0.25
253,7,bus,0.4672,386,96,478,178,0.0
253,5,bus,0.6698,392,139,566,458,0.75
253,56,car,0.2914,1008,77,1061,114,1.5
253,73,person,0.4354,103,428,151,523,0.25
253,160,person,0.657,1413,182,1443,266,0.559
253,146,person,0.4635,1588,244,1632,371,0.354
253,4,bus,0.2554,1079,30,1165,145,0.143
254,6,car,0.6745,614,124,696,183,0.25
254,7,bus,0.4709,386,95,478,177,0.0
254,5,bus,0.6874,392,138,566,457,0.5
254,56,car,0.3238,1008,77,1061,114,0.75
254,73,person,0.4721,103,428,151,523,0.25
254,160,person,0.6635,1414,181,1444,266,0.901
254,146,person,0.3875,1588,244,1632,372,0.5
254,4,bus,0.2858,1079,30,1165,145,0.5
255,6,car,0.6751,613,124,695,183,0.25
255,7,bus,0.448,386,95,478,177,0.0
255,5,bus,0.7005,392,138,566,457,0.559
255,56,car,0.3089,1009,77,1062,114,0.25
255,73,person,0.4219,103,429,151,524,0.0
255,160,person,0.705,1414,180,1444,266,0.707
255,146,person,0.393,1587,244,1631,371,0.25
255,4,bus,0.3072,1080,30,1165,144,0.5
256,6,car,0.6879,613,125,695,184,0.354
256,7,bus,0.3957,386,95,477,176,0.354
256,5,bus,0.6233,393,136,568,456,0.901
256,56,car,0.3027,1010,77,1063,114,0.5
256,73,person,0.3495,103,429,151,524,0.25
256,160,person,0.7099,1415,180,1445,265,0.901
256,146,person,0.3939,1587,244,1631,371,0.25
256,4,bus,0.3329,1080,29,1165,144,0.354
257,6,car,0.6645,613,124,695,183,0.25
257,7,bus,0.4392,386,95,477,176,0.559
257,5,bus,0.7147,393,135,567,455,0.791
257,56,car,0.2957,1011,78,1064,115,0.791
257,73,person,0.4352,103,428,151,523,0.0
257,160,person,0.6865,1415,181,1445,266,0.559
257,146,person,0.3725,1587,243,1631,371,0.25
257,4,bus,0.3377,1080,29,1165,144,0.25
258,6,car,0.6745,613,124,695,184,0.354
258,7,bus,0.4607,386,95,478,177,0.0
258,5,bus,0.7248,394,136,567,454,0.559
258,56,car,0.2803,1012,78,1065,115,1.031
258,73,person,0.4442,103,428,151,523,0.0
258,160,person,0.6856,1415,182,1444,266,0.25
258,146,person,0.3739,1587,243,1630,371,0.559
258,4,bus,0.2989,1080,30,1165,144,0.0
259,6,car,0.6772,613,124,695,184,0.25
259,7,bus,0.4214,386,95,478,178,0.0
259,5,bus,0.6956,394,137,567,454,0.559
259,56,car,0.2742,1013,78,1066,115,1.031
259,73,person,0.3861,103,428,151,523,0.25
259,160,person,0.703,1416,183,1444,265,0.354
259,146,person,0.3411,1588,242,1631,371,0.25
259,4,bus,0.3723,1080,29,1165,144,0.25
260,6,car,0.6756,613,124,695,183,0.25
260,7,bus,0.4221,386,95,478,177,0.354
260,5,bus,0.6907,394,135,568,454,0.559
260,73,person,0.4118,103,429,151,524,0.0
260,160,person,0.6933,1416,182,1445,265,0.25
260,146,person,0.2934,1588,242,1631,371,0.25
260,4,bus,0.3404,1080,30,1165,144,0.25
261,6,car,0.6817,613,124,695,184,0.25
261,7,bus,0.4466,386,95,478,178,0.354
261,5,bus,0.6479,394,136,567,454,0.0
261,73,person,0.3985,103,428,151,523,0.0
261,160,person,0.3968,1415,180,1444,264,0.354
261,146,person,0.3279,1588,241,1631,370,0.5
261,4,bus,0.2642,1080,30,1165,144,0.25
262,6,car,0.7048,613,124,696,184,0.0
262,7,bus,0.4565,386,95,479,178,0.0
262,5,bus,0.5802,395,136,568,454,0.25
262,73,person,0.3292,103,429,151,524,0.25
262,160,person,0.5568,1415,180,1444,264,0.5
262,146,person,0.3576,1588,241,1631,370,0.559
262,4,bus,0.2994,1080,29,1165,144,0.25
263,6,car,0.6973,613,124,695,184,0.0
263,7,bus,0.5022,386,95,478,177,0.0
263,5,bus,0.6072,394,135,568,454,0.354
263,73,person,0.42,103,428,151,523,0.0
263,160,person,0.6187,1415,182,1443,265,0.354
263,146,person,0.3664,1588,242,1631,371,0.0
263,4,bus,0.3089,1080,30,1165,144,0.25
263,56,car,0.2555,1016,78,1067,114,0.728
264,6,car,0.6677,613,124,695,183,0.0
264,7,bus,0.435,386,95,477,177,0.25
264,5,bus,0.5768,395,135,569,454,0.25
264,73,person,0.4016,103,428,151,523,0.25
264,160,person,0.6187,1415,182,1443,266,0.354
264,146,person,0.2966,1588,242,1630,371,0.0
264,4,truck,0.2882,1081,30,1165,144,0.25
265,6,car,0.6611,614,124,696,183,0.354
265,7,bus,0.4706,387,95,478,177,0.0
265,5,bus,0.591,395,135,568,453,0.354
265,73,person,0.3797,103,428,151,523,0.0
265,160,person,0.6514,1414,182,1442,265,0.354
265,146,person,0.3471,1589,244,1630,370,0.5
265,4,bus,0.3794,1081,30,1165,144,0.25
266,6,car,0.6772,614,124,696,183,0.354
266,7,bus,0.3236,386,95,478,177,0.0
266,5,bus,0.5524,396,135,568,452,0.559
266,73,person,0.3329,103,429,151,524,0.0
266,160,person,0.6773,1414,181,1442,266,0.354
266,146,person,0.2887,1588,242,1629,370,0.354
266,4,bus,0.4379,1081,30,1165,144,0.354
267,6,car,0.673,614,125,696,184,0.25
267,7,bus,0.356,386,94,478,177,0.25
267,5,bus,0.5916,396,135,567,451,0.25
267,73,person,0.3363,103,429,151,523,0.25
267,160,person,0.6702,1414,181,1442,266,0.25
267,146,person,0.2853,1588,241,1629,370,0.354
267,4,bus,0.4155,1081,30,1165,144,0.25
268,6,car,0.6719,614,124,696,183,0.25
268,7,bus,0.3583,386,95,479,179,0.354
268,5,bus,0.4882,397,135,567,449,0.5
268,73,person,0.2844,103,429,151,523,0.25
268,160,person,0.637,1414,180,1442,266,0.354
268,146,person,0.293,1588,242,1629,371,0.25
268,4,bus,0.3411,1081,30,1165,144,0.0
269,6,car,0.6934,613,124,695,183,0.25
269,7,bus,0.4096,386,94,480,180,0.354
269,5,bus,0.6596,397,136,566,449,0.5
269,73,person,0.3074,103,429,151,523,0.25
269,160,person,0.6392,1414,182,1441,265,0.25
269,146,person,0.2856,1588,242,1628,371,0.354
269,4,bus,0.3542,1081,30,1165,144,0.0
270,6,car,0.6612,613,124,695,183,0.25
270,7,bus,0.3017,385,94,479,180,0.25
270,5,bus,0.6499,398,136,566,447,0.5
270,73,person,0.3246,103,429,151,523,0.0
270,160,person,0.6445,1414,184,1441,264,0.354
270,4,bus,0.3792,1081,31,1164,144,0.25
271,6,car,0.6851,614,124,696,183,0.25
271,7,bus,0.3324,386,94,479,179,0.25
271,5,bus,0.6125,398,136,565,446,0.5
271,73,person,0.2648,103,429,152,524,0.0
271,160,person,0.6265,1414,184,1441,263,0.25
271,4,bus,0.3796,1081,30,1165,144,0.0
272,6,car,0.4881,612,123,694,182,0.559
272,7,bus,0.4159,386,96,474,176,0.559
272,5,bus,0.6833,397,136,564,445,0.707
272,160,person,0.6175,1414,184,1441,264,0.354
272,146,person,0.2809,1589,244,1628,367,0.167
273,6,car,0.6894,611,124,693,183,0.5
273,7,bus,0.3202,386,94,473,173,1.414
273,5,bus,0.5679,396,136,561,443,1.061
273,160,person,0.6583,1414,184,1442,266,0.559
273,146,person,0.4746,1585,242,1625,369,0.5
274,6,car,0.5356,612,123,693,182,0.559
274,7,bus,0.2736,388,96,473,173,0.901
274,5,bus,0.6583,397,135,563,442,0.901
274,160,person,0.6002,1414,181,1443,266,0.354
274,73,person,0.3238,101,428,150,524,0.333
275,6,car,0.59,610,122,692,182,1.031
275,7,bus,0.4444,386,97,472,174,0.791
275,5,bus,0.6275,397,133,565,445,0.5
275,160,person,0.6224,1413,180,1443,268,0.354
275,146,person,0.4335,1583,240,1623,369,0.769
276,6,car,0.7094,612,123,694,183,0.25
276,7,bus,0.3356,386,96,477,178,0.354
276,5,bus,0.6736,398,135,564,445,0.25
276,160,person,0.6306,1412,179,1442,267,0.25
276,4,bus,0.3609,1082,28,1167,143,0.28
277,6,car,0.7083,613,124,695,184,0.559
277,7,car,0.3146,386,97,477,179,1.346
277,5,bus,0.6825,399,135,564,444,0.75
277,160,person,0.5176,1413,180,1442,264,0.791
277,73,person,0.3379,103,429,151,522,0.125
277,146,person,0.4803,1589,245,1629,369,0.177
278,6,car,0.5454,613,124,694,183,0.354
278,7,car,0.2869,386,97,474,176,0.5
278,5,bus,0.5575,399,134,565,444,0.559
278,160,person,0.6046,1413,184,1440,263,0.5
278,146,person,0.4026,1587,241,1628,370,0.167
278,4,bus,0.3359,1080,31,1163,143,0.222
279,6,car,0.6656,613,124,695,183,0.791
279,7,bus,0.2906,387,95,477,176,0.75
279,5,bus,0.5937,400,135,565,443,0.25
279,160,person,0.6048,1412,179,1441,263,0.901
279,146,person,0.2859,1590,246,1629,367,0.687
279,4,bus,0.3182,1082,28,1167,143,0.314
280,6,car,0.7514,609,123,693,185,0.559
280,7,bus,0.3315,385,99,474,180,0.707
280,5,bus,0.5678,399,135,563,441,0.5
280,160,person,0.3,1412,181,1439,260,0.901
280,146,person,0.5084,1586,242,1626,369,0.632
281,6,car,0.6365,610,124,692,184,0.75
281,5,bus,0.7266,399,133,562,439,0.791
281,160,person,0.6185,1412,183,1439,261,0.5
281,146,person,0.5253,1585,242,1625,370,1.031
281,56,car,0.2849,1015,81,1067,115,0.186
282,6,car,0.6318,612,124,694,184,0.25
282,5,bus,0.76,401,133,564,439,0.75
282,160,person,0.3542,1412,182,1440,263,0.25
282,146,person,0.2915,1587,244,1626,366,0.25
282,4,bus,0.4406,1082,29,1167,144,0.129
282,7,bus,0.3646,387,97,477,178,0.283
283,6,car,0.6247,612,125,693,185,0.707
283,5,bus,0.7214,400,133,563,439,0.791
283,160,person,0.5735,1412,184,1439,261,0.354
283,146,person,0.5327,1587,242,1627,370,0.5
283,73,person,0.2591,101,427,150,523,0.172
283,56,car,0.3172,1014,83,1067,115,0.144
284,6,car,0.6806,613,125,695,185,0.791
284,5,bus,0.7778,402,132,564,437,1.118
284,160,person,0.4418,1411,181,1439,260,0.0
284,146,person,0.4868,1587,242,1627,368,0.25
284,73,person,0.2859,102,428,151,522,0.109
284,56,car,0.3505,1007,80,1065,116,0.144
284,4,bus,0.3543,1079,31,1163,144,0.451
284,7,bus,0.2944,387,96,479,179,0.527
285,6,car,0.6829,612,123,696,185,0.75
285,5,bus,0.7546,403,132,565,437,1.118
285,160,person,0.4147,1411,180,1439,260,0.5
285,146,person,0.5512,1588,241,1628,367,0.901
285,73,person,0.3748,103,431,151,524,0.203
285,56,car,0.3246,1008,80,1066,116,0.203
285,4,truck,0.2631,1081,30,1166,144,0.286
285,7,bus,0.2859,389,97,478,177,0.373
286,6,car,0.6448,612,124,695,186,0.25
286,5,bus,0.7962,404,132,565,435,0.901
286,160,person,0.409,1412,180,1441,260,0.5
286,146,person,0.473,1589,244,1629,368,0.791
286,73,person,0.4241,103,431,150,524,0.248
286,56,car,0.339,1010,80,1068,116,0.4
286,4,bus,0.3138,1083,31,1168,145,0.452
286,7,bus,0.3242,389,98,477,177,0.745
287,6,car,0.6163,614,126,696,186,0.791
287,5,bus,0.7533,404,134,565,437,0.791
287,160,person,0.5213,1412,180,1441,262,0.354
287,146,person,0.5504,1590,242,1632,370,1.0
287,4,bus,0.3247,1083,31,1168,144,0.283
288,6,car,0.5544,614,128,697,189,0.791
288,5,bus,0.7451,406,137,566,438,1.061
288,160,person,0.5701,1412,183,1440,261,0.559
288,146,person,0.5701,1590,243,1633,374,1.25
288,4,bus,0.4534,1083,31,1170,146,1.275
288,73,person,0.2538,105,437,152,528,1.523
288,56,car,0.2947,1002,79,1066,120,1.2
288,7,bus,0.2524,392,100,477,175,0.333
289,6,car,0.5398,616,136,699,197,3.092
289,5,bus,0.6633,408,142,566,440,1.904
289,160,person,0.305,1412,190,1440,268,2.264
289,4,truck,0.4037,1082,38,1169,154,2.305
289,73,person,0.2849,105,440,154,536,2.668
289,7,car,0.5141,391,109,479,186,2.04
290,6,car,0.7054,617,140,700,201,3.953
290,5,bus,0.7497,409,145,566,440,2.372
290,4,truck,0.3545,1083,42,1169,156,2.761
290,73,person,0.3192,107,444,154,539,2.864
290,7,car,0.3584,388,114,483,198,3.821
291,6,car,0.605,617,140,701,202,3.881
291,5,bus,0.6971,410,145,567,440,2.016
291,4,bus,0.3313,1084,43,1170,157,3.288
291,73,person,0.3101,108,446,154,538,3.162
291,7,car,0.5729,399,114,472,174,1.456
292,6,car,0.6258,616,140,701,203,3.335
292,5,bus,0.6604,410,149,566,441,2.062
292,4,truck,0.4226,1084,44,1170,157,3.01
292,73,person,0.3442,108,449,152,539,3.041
292,7,car,0.4367,393,117,478,186,3.509
292,146,person,0.2921,1590,254,1634,388,2.495
293,6,car,0.6596,615,140,701,203,1.275
293,5,bus,0.7375,409,145,566,439,0.25
293,4,truck,0.6279,1083,45,1169,158,1.275
293,73,person,0.4137,107,448,152,538,1.25
293,7,car,0.4818,386,116,483,196,2.264
293,160,person,0.3605,1413,195,1440,271,1.857
294,6,car,0.6463,615,140,700,203,0.354
294,5,bus,0.7718,409,145,566,438,0.25
294,4,truck,0.6307,1083,45,1170,159,0.75
294,73,person,0.5475,105,446,151,539,0.559
294,7,bus,0.3285,384,117,485,201,0.791
294,288,train,0.3427,1225,89,1915,472,0.0
294,160,person,0.3342,1413,195,1440,272,1.714
295,6,car,0.6654,615,140,699,202,0.5
295,5,bus,0.7912,408,145,565,439,0.5
295,4,truck,0.5719,1083,45,1169,158,0.354
295,73,person,0.4768,105,446,152,541,0.791
296,6,car,0.6842,614,141,697,203,0.791
296,5,bus,0.7644,408,145,565,439,0.901
296,4,truck,0.4894,1083,45,1169,158,0.354
296,73,person,0.4691,105,446,151,538,0.707
296,291,car,0.4199,392,115,478,156,0.0
296,146,person,0.3236,1590,256,1631,383,1.304
296,7,car,0.295,384,117,484,201,3.007
297,6,car,0.5476,615,140,699,202,0.25
297,5,bus,0.7738,408,143,566,439,0.25
297,4,truck,0.5919,1083,44,1170,158,0.0
297,73,person,0.5465,105,444,152,538,0.559
297,291,car,0.4061,390,114,481,157,0.0
297,146,person,0.389,1591,258,1634,388,1.703
297,7,car,0.2507,384,115,485,201,1.414
298,6,car,0.5872,616,140,700,202,0.25
298,5,bus,0.7888,409,142,567,439,0.354
298,4,truck,0.4357,1083,44,1170,158,0.25
298,73,person,0.4626,107,445,153,538,0.559
298,291,car,0.5502,388,114,482,159,0.5
298,146,person,0.4168,1591,258,1634,389,1.503
299,6,car,0.6321,617,140,701,202,0.5
299,5,bus,0.8314,409,142,568,439,0.707
299,4,truck,0.338,1083,44,1169,157,0.25
299,73,person,0.3945,107,445,152,538,0.559
299,291,car,0.4517,392,115,481,157,0.471
299,146,person,0.3935,1590,256,1634,388,0.143
299,7,car,0.3222,386,115,486,201,0.471
300,6,car,0.5398,617,137,700,199,1.25
300,5,bus,0.709,409,139,567,435,1.346
300,73,person,0.4411,106,442,152,536,0.791
300,291,car,0.3126,395,111,481,151,1.25
300,146,person,0.3796,1590,256,1633,386,0.559
300,160,person,0.3317,1412,196,1438,271,0.92
301,6,car,0.6934,618,140,700,201,0.559
301,5,bus,0.6945,410,140,566,431,1.521
301,73,person,0.3898,107,442,154,538,0.559
301,291,car,0.3032,391,112,484,156,0.559
301,146,person,0.3161,1591,257,1634,387,0.25
301,4,truck,0.3323,1085,45,1171,156,0.447
302,6,car,0.4016,619,136,702,198,1.118
302,5,bus,0.7527,412,139,569,432,1.346
302,73,person,0.4913,108,440,155,537,0.791
302,146,person,0.3169,1591,252,1634,384,1.25
302,160,person,0.3081,1413,193,1439,268,0.077
303,6,car,0.5758,620,139,703,201,0.559
303,5,bus,0.7238,415,141,570,430,1.601
303,73,person,0.4406,111,445,156,538,1.0
303,146,person,0.3122,1594,255,1638,387,1.031
303,291,car,0.4857,398,113,482,152,1.281
304,6,car,0.7011,628,143,710,204,3.021
304,5,bus,0.7199,422,144,577,433,2.761
305,6,car,0.5176,638,149,719,210,5.256
305,5,bus,0.5949,435,168,581,439,6.727
305,307,person,0.5042,133,459,178,550,0.0
306,6,car,0.326,645,153,728,215,7.766
306,5,bus,0.6738,441,163,592,444,7.906
306,308,person,0.6256,1438,212,1464,279,0.0
307,6,car,0.492,650,160,733,222,9.155
307,5,bus,0.7071,444,163,598,450,8.951
307,308,person,0.3815,1444,217,1469,282,6.403
308,6,car,0.4534,654,164,735,225,8.162
308,5,bus,0.6746,449,164,605,454,8.75
308,308,person,0.406,1446,219,1471,284,4.61
308,316,person,0.4775,1631,282,1668,408,0.0
308,4,bus,0.6408,1117,67,1204,180,3.682
309,6,car,0.5149,655,165,736,226,5.836
309,5,bus,0.6844,449,164,605,455,4.981
309,316,person,0.3001,1630,282,1667,408,1.0
309,324,truck,0.4155,1116,67,1211,181,0.0
309,4,bus,0.5785,1119,69,1206,182,3.933
310,6,car,0.4669,655,164,735,223,3.182
310,5,bus,0.7234,450,163,603,449,2.61
310,316,person,0.6114,1629,273,1668,405,3.041
310,324,truck,0.4441,1116,67,1212,183,1.414
310,4,bus,0.4067,1120,70,1207,183,4.111
311,5,bus,0.7012,447,139,599,424,6.27
312,5,bus,0.5852,444,142,595,425,6.801
312,333,car,0.5797,650,139,728,200,0.0
312,291,car,0.5395,426,114,506,151,2.328
312,316,person,0.3194,1623,257,1662,390,5.772
312,324,truck,0.5166,1112,47,1206,161,6.799
313,5,bus,0.7173,443,148,595,433,5.154
313,334,person,0.6926,1438,207,1470,277,0.0
313,316,person,0.4668,1624,261,1663,395,3.606
313,324,truck,0.2965,1112,52,1209,169,3.579
313,307,person,0.4261,144,460,179,531,1.352
314,5,bus,0.6367,441,144,593,427,5.712
314,324,truck,0.5166,1106,45,1201,160,4.833
314,333,car,0.6759,645,141,722,201,3.162
314,291,car,0.3348,418,114,510,157,1.879
315,5,bus,0.6108,437,147,588,429,3.26
315,324,bus,0.3576,1106,49,1202,165,4.118
315,333,car,0.6636,642,148,720,209,4.014
315,334,person,0.5281,1428,205,1460,277,5.025
315,316,person,0.4822,1616,268,1653,394,3.3
316,5,bus,0.6112,439,139,591,424,1.118
316,324,truck,0.4136,1107,44,1202,159,1.458
316,333,car,0.5764,646,142,726,204,1.25
316,291,car,0.3626,424,111,510,150,2.018
317,5,bus,0.7923,443,142,596,427,1.5
317,333,car,0.3936,649,144,730,207,1.2
317,347,person,0.4188,1439,201,1468,274,0.0
318,5,bus,0.643,445,146,597,429,1.118
318,333,car,0.553,651,148,732,211,2.828
318,347,person,0.4579,1439,206,1467,275,3.0
319,5,bus,0.6744,450,146,602,429,3.509
319,333,car,0.5108,655,152,734,213,3.4
319,347,person,0.4269,1443,206,1471,277,2.828
319,324,truck,0.3903,1117,53,1213,170,0.85
320,5,bus,0.725,451,155,603,439,5.0
320,333,car,0.4672,656,160,734,221,4.809
320,347,person,0.7035,1441,215,1472,291,5.426
320,361,person,0.5295,1632,289,1665,411,0.0
320,324,bus,0.6053,1116,63,1208,176,3.206
321,5,bus,0.6805,446,162,597,445,4.776
321,333,car,0.4206,652,168,730,228,5.772
321,347,person,0.69,1436,224,1466,299,6.021
321,361,person,0.5766,1623,281,1659,416,7.28
322,5,bus,0.6712,443,162,594,443,3.824
322,333,car,0.6496,646,167,725,228,4.743
322,347,person,0.5208,1432,222,1462,297,4.981
322,361,person,0.3554,1616,282,1652,414,7.071
323,5,bus,0.5338,438,164,591,450,5.831
323,333,car,0.7526,645,172,724,232,5.59
323,347,person,0.5833,1428,227,1458,301,6.731
323,361,person,0.5507,1614,289,1649,418,5.754
324,5,bus,0.6252,437,183,583,455,6.951
324,333,car,0.4673,639,176,719,237,5.657
324,347,person,0.4635,1424,233,1454,306,5.836
324,361,person,0.6884,1610,294,1645,425,5.712
324,308,person,0.4717,1477,248,1509,332,3.42
325,5,bus,0.6721,431,183,579,459,6.021
325,333,car,0.5167,633,179,715,242,5.202
325,347,person,0.3862,1419,237,1447,305,5.148
325,361,person,0.492,1606,295,1642,428,5.35
325,308,person,0.2874,1481,251,1512,335,3.463
326,5,bus,0.8436,427,186,576,465,7.15
326,333,car,0.4906,630,185,711,247,6.052
326,347,person,0.3508,1416,244,1445,314,6.562
326,361,person,0.4328,1602,297,1640,436,5.551
327,5,bus,0.8284,424,190,573,468,6.801
327,333,car,0.5472,626,192,708,255,6.755
327,347,person,0.3878,1414,251,1441,316,6.21
327,361,person,0.4303,1599,305,1637,442,5.963
328,5,bus,0.814,420,195,567,469,5.35
328,333,car,0.5416,624,198,704,259,6.657
328,347,person,0.6066,1408,255,1435,320,6.364
328,361,person,0.5299,1592,311,1629,443,6.19
329,5,bus,0.8086,419,192,567,468,3.75
329,333,car,0.6013,621,196,700,256,5.315
329,347,person,0.4704,1405,253,1433,321,5.315
329,361,person,0.4554,1591,314,1627,444,5.858
330,5,bus,0.8209,418,188,564,459,2.55
330,333,car,0.4575,621,189,701,250,2.372
330,347,person,0.6516,1406,245,1435,314,2.5
330,361,person,0.619,1591,302,1629,435,2.795
331,5,bus,0.8526,422,175,569,449,4.316
331,333,car,0.6231,623,177,705,240,3.824
331,7,car,0.3109,386,149,483,228,0.784
332,5,bus,0.8191,427,155,576,432,9.953
332,73,person,0.3307,128,457,173,554,0.825
332,146,person,0.5768,1604,262,1647,399,0.52
333,5,bus,0.8331,430,118,584,407,17.357
333,73,person,0.6319,131,435,175,532,0.751
334,5,bus,0.722,433,132,583,414,13.203
334,73,person,0.3361,131,447,174,541,0.683
334,160,person,0.5276,1422,202,1449,275,0.251
334,146,person,0.5552,1606,259,1648,398,0.49
335,5,bus,0.7784,432,139,579,415,9.1
335,408,car,0.6723,636,150,714,209,0.0
335,409,person,0.4488,1479,215,1507,307,0.0
335,160,person,0.445,1419,203,1448,277,0.241
335,146,person,0.3656,1605,261,1644,396,0.473
336,5,bus,0.7972,426,148,572,420,2.305
336,408,car,0.3575,627,152,707,213,8.544
336,409,person,0.5399,1467,209,1497,306,11.705
336,160,person,0.7748,1412,205,1441,279,0.252
336,146,person,0.5282,1597,266,1637,401,0.365
337,5,bus,0.8196,424,141,569,411,4.451
337,408,car,0.5144,624,140,704,201,7.106
337,409,person,0.5302,1465,203,1494,298,8.902
337,160,person,0.6618,1410,197,1438,268,0.081
337,146,person,0.5531,1593,250,1634,389,3.256
338,5,bus,0.8086,422,139,568,411,3.288
338,408,car,0.6219,622,140,702,201,5.27
338,409,person,0.517,1460,192,1494,301,7.311
338,160,person,0.4404,1407,201,1435,273,3.509
338,146,person,0.3348,1592,256,1631,392,4.123
339,5,bus,0.7286,431,147,577,419,1.521
339,73,person,0.3902,129,461,172,555,0.668
340,5,bus,0.5511,434,148,581,422,2.016
340,424,person,0.5035,1480,217,1513,313,0.0
340,425,car,0.4263,637,153,719,215,0.0
340,426,person,0.5457,1611,274,1643,401,0.0
340,428,person,0.5768,1417,208,1451,281,0.0
341,5,bus,0.6199,435,148,582,421,3.606
341,424,person,0.5717,1480,217,1515,320,3.162
341,425,car,0.3676,636,153,719,215,1.0
341,426,person,0.5478,1611,270,1644,400,2.0
341,428,person,0.5319,1417,209,1450,281,1.414
341,288,train,0.258,1252,107,1918,478,0.409
342,5,bus,0.7531,440,153,587,427,5.858
342,424,person,0.6468,1485,228,1520,331,7.616
342,425,car,0.6289,643,161,724,222,4.301
342,428,person,0.539,1420,216,1455,291,4.743
342,73,person,0.422,136,469,179,564,1.304
343,5,bus,0.6745,442,173,588,445,7.058
343,424,person,0.5816,1486,249,1519,347,11.18
343,425,car,0.6299,645,182,725,242,9.621
343,428,person,0.4716,1419,235,1453,310,9.357
343,437,person,0.4992,1616,315,1650,433,0.0
343,73,person,0.3314,136,484,179,580,4.916
344,5,bus,0.7296,440,183,586,455,8.631
344,424,person,0.6586,1482,254,1517,356,10.028
344,425,car,0.5543,643,191,723,251,9.334
344,428,person,0.5849,1416,247,1450,320,9.753
344,437,person,0.3419,1611,309,1648,439,4.0
345,5,bus,0.8581,438,190,584,462,10.527
345,424,person,0.5314,1480,263,1513,359,10.753
345,425,car,0.7286,640,199,721,260,11.275
345,428,person,0.6498,1415,254,1448,327,11.261
345,437,person,0.5879,1612,332,1645,447,7.906
346,5,bus,0.817,437,203,583,474,12.023
346,424,person,0.4384,1477,278,1509,372,11.718
346,425,car,0.5894,638,210,720,272,12.54
346,428,person,0.6672,1413,268,1447,342,13.117
346,437,person,0.497,1607,330,1645,463,7.696
346,73,person,0.526,131,513,175,610,5.584
347,5,bus,0.7175,437,215,583,487,10.574
347,424,person,0.3314,1479,294,1512,392,11.385
347,425,car,0.4757,637,223,719,285,10.645
347,428,person,0.5699,1413,284,1445,354,11.88
347,437,person,0.5113,1603,337,1642,473,8.223
347,73,person,0.3302,130,527,173,621,8.251
348,5,bus,0.7446,436,228,582,502,11.543
348,424,person,0.4395,1478,303,1512,405,12.291
348,425,car,0.4269,637,236,718,297,11.35
348,428,person,0.5519,1412,298,1444,368,12.562
348,73,person,0.4553,130,538,174,633,11.53
348,288,train,0.4029,1248,188,1918,562,1.776
349,5,bus,0.7889,439,238,584,510,12.0
349,424,person,0.4662,1478,314,1513,417,13.502
349,425,car,0.6963,639,246,721,307,11.75
349,428,person,0.4156,1414,308,1446,378,13.252
349,288,train,0.5093,1247,204,1919,581,2.05
349,437,person,0.4895,1605,358,1644,496,10.647
350,5,bus,0.7539,439,249,583,520,11.503
350,424,person,0.448,1481,326,1515,427,12.811
350,425,car,0.4698,641,259,723,320,12.023
350,428,person,0.6281,1413,318,1446,390,12.253
350,288,train,0.507,1241,216,1910,595,2.234
350,437,person,0.3632,1607,371,1646,509,10.208
350,73,person,0.35,133,559,176,653,10.58
351,5,bus,0.6917,440,261,585,534,11.511
351,424,person,0.512,1481,341,1513,435,11.261
351,425,car,0.63,640,272,720,332,12.01
351,428,person,0.6618,1412,332,1444,402,12.003
