frame,track_id,class_name,confidence,x1,y1,x2,y2,pixel_speed_px_per_frame
627,1139,car,0.5514,627,264,703,321,18.601
628,5,bus,0.8127,447,211,572,431,18.777
628,984,car,0.7273,135,615,356,758,21.426
628,1017,bus,0.866,351,215,454,297,18.257
628,843,bus,0.4569,389,432,623,729,19.198
628,1092,person,0.3103,1605,392,1640,496,19.526
628,1130,bus,0.5683,1096,156,1185,274,18.951
628,1139,car,0.5609,629,244,705,300,18.804
629,5,bus,0.8248,451,193,575,411,19.08
629,984,car,0.7379,142,593,362,736,22.618
629,1017,bus,0.7913,351,195,454,277,19.026
629,843,bus,0.5278,394,409,625,704,25.954
629,1092,person,0.3816,1610,377,1643,476,18.043
629,1139,car,0.6121,632,225,710,283,18.852
630,5,bus,0.8595,455,176,579,395,18.916
630,984,car,0.6687,152,574,367,715,22.63
630,1017,bus,0.6484,353,177,457,260,18.831
630,843,bus,0.6049,411,429,614,685,16.279
630,1139,car,0.3491,635,208,712,265,19.381
630,1199,person,0.6508,981,300,1015,372,0.0
630,1130,bus,0.2532,1102,119,1190,235,19.338
631,5,bus,0.8549,456,158,581,379,18.209
631,984,car,0.6655,159,556,370,696,21.671
631,1017,bus,0.8879,357,162,460,244,17.644
631,843,bus,0.5766,420,433,608,666,12.612
631,1139,car,0.5446,636,192,714,250,17.925
631,1199,person,0.437,985,289,1018,357,13.342
632,5,bus,0.7452,460,153,579,362,16.194
632,984,car,0.6909,166,542,371,679,19.851
632,1017,bus,0.7902,358,149,460,230,16.841
632,843,truck,0.5108,406,377,629,657,15.988
632,1139,car,0.5851,637,177,716,235,16.653
632,1199,person,0.6161,988,274,1022,346,13.463
632,1092,person,0.3951,1617,333,1649,428,17.138
632,1130,bus,0.4504,1105,89,1191,203,18.142
633,5,bus,0.7338,459,134,582,349,15.35
633,984,car,0.7689,171,527,370,660,18.312
633,1017,bus,0.8713,358,136,460,216,15.102
633,843,bus,0.4808,402,349,633,643,15.133
633,1139,car,0.5946,638,165,717,223,15.075
633,1199,person,0.4131,991,261,1025,332,13.744
633,1209,truck,0.3993,411,346,625,645,0.0
633,1092,person,0.3618,1619,321,1651,417,15.486
634,5,bus,0.8691,460,110,584,327,16.797
634,984,car,0.7118,174,491,376,627,21.623
634,1017,bus,0.3375,355,113,461,198,15.768
634,843,bus,0.7052,408,322,628,603,23.797
634,1139,car,0.4972,639,146,715,202,15.532
635,5,bus,0.8815,454,69,582,296,21.5
635,984,car,0.7523,173,468,375,605,22.638
635,843,bus,0.715,418,336,615,584,22.256
636,5,bus,0.8675,450,84,578,312,14.803
636,984,car,0.6589,172,482,371,618,15.019
636,1209,bus,0.6377,407,316,622,616,9.758
636,1017,bus,0.6008,348,101,455,187,11.883
637,5,bus,0.7975,447,101,571,321,7.988
637,984,car,0.7506,167,489,366,627,8.807
637,1209,bus,0.5944,399,317,615,619,7.289
637,1017,bus,0.5968,341,111,444,194,8.144
638,5,bus,0.7859,443,111,565,328,4.507
638,984,car,0.7619,169,495,361,628,2.55
638,1209,bus,0.5093,400,325,608,616,5.731
638,1017,bus,0.7295,337,119,437,199,5.561
638,1224,person,0.5853,116,463,163,555,0.0
638,1227,car,0.5664,620,156,696,216,0.0
639,5,bus,0.8574,448,107,572,329,9.22
639,984,car,0.773,179,492,368,623,5.256
639,1209,bus,0.5711,407,320,616,612,4.972
639,1017,bus,0.8511,345,113,445,194,2.631
639,1224,person,0.5357,125,456,173,550,11.662
639,1227,car,0.5675,633,148,707,206,15.0
640,5,bus,0.7789,448,121,572,344,8.559
640,984,car,0.7554,182,503,368,633,4.61
640,1209,bus,0.5117,410,337,614,622,3.288
640,1017,bus,0.8038,343,127,444,208,6.088
641,5,bus,0.7856,452,124,575,345,5.836
641,984,car,0.708,188,502,371,630,3.816
641,1209,bus,0.4416,412,342,614,625,4.039
641,1017,bus,0.5707,346,130,447,212,4.854
641,1234,person,0.5707,985,267,1021,342,0.0
641,1236,car,0.5246,632,166,706,224,0.0
641,1238,truck,0.4127,418,360,611,626,0.0
641,1224,person,0.561,129,468,177,563,5.077
642,5,bus,0.6765,457,124,579,343,4.95
642,984,car,0.6286,194,496,379,626,5.25
642,1209,truck,0.544,421,339,619,616,4.366
642,1017,bus,0.4664,351,126,455,210,4.589
642,1234,person,0.4517,993,264,1029,339,8.544
642,1236,car,0.4408,636,160,709,218,6.708
642,1238,bus,0.4543,423,342,620,613,17.464
642,1224,person,0.5632,135,467,182,560,4.854
643,5,bus,0.8312,459,118,582,338,3.536
643,984,car,0.7112,197,490,385,623,4.507
643,1017,bus,0.5389,353,122,454,205,3.202
643,1234,person,0.3242,997,259,1032,333,6.801
643,1236,car,0.4893,638,154,713,213,6.708
643,1224,person,0.6032,136,463,183,555,4.0
643,1243,person,0.4558,1619,315,1650,404,0.0
644,5,bus,0.8363,458,122,580,340,2.264
644,984,car,0.5655,198,491,383,623,4.65
644,1017,bus,0.3474,352,123,455,208,2.55
644,1234,person,0.3892,995,264,1032,341,3.399
644,1236,car,0.472,636,158,712,218,2.867
644,1224,person,0.5548,134,465,181,560,2.408
644,1243,person,0.3946,1617,321,1648,411,7.28
644,1209,truck,0.5758,422,338,620,613,2.691
645,5,bus,0.8463,456,124,577,341,0.901
645,984,car,0.7051,200,490,382,620,4.07
645,1017,bus,0.467,349,125,451,209,1.414
645,1234,person,0.5253,992,265,1030,345,2.016
645,1236,car,0.4862,633,161,707,219,1.275
645,1224,person,0.5495,132,466,179,560,0.707
645,1243,person,0.3344,1617,322,1649,413,4.031
645,1209,bus,0.6094,421,338,619,613,1.789
646,5,bus,0.8486,458,121,578,337,1.0
646,984,car,0.6631,204,485,380,611,3.579
646,1017,bus,0.5563,348,125,447,207,1.581
646,1234,person,0.318,993,266,1030,343,0.75
646,1236,car,0.3891,632,156,709,217,0.901
646,1224,person,0.519,133,464,178,555,1.25
646,1209,bus,0.5948,424,332,619,602,3.578
647,5,bus,0.7882,454,115,577,335,1.458
647,984,car,0.6046,207,479,380,603,3.783
647,1017,bus,0.4657,347,123,445,203,1.75
647,1234,person,0.403,993,264,1029,341,1.677
647,1236,car,0.2919,632,153,708,212,1.275
647,1209,bus,0.4551,421,327,623,607,2.04
648,5,bus,0.7881,454,120,574,336,1.458
648,984,car,0.6023,205,478,380,604,4.031
648,1017,bus,0.5402,345,124,444,206,2.25
648,1234,person,0.3733,991,265,1027,342,1.031
648,1236,car,0.3116,627,153,704,214,2.574
648,1209,bus,0.6861,422,331,619,603,2.016
648,1243,person,0.4298,1612,317,1644,407,1.342
648,1224,person,0.5976,127,464,174,559,1.844
649,5,bus,0.7986,450,121,569,335,2.016
649,984,car,0.642,203,478,375,602,3.783
649,1017,bus,0.5714,337,125,438,208,3.26
649,1234,person,0.5203,987,268,1023,344,1.521
649,1236,car,0.3419,625,156,701,215,2.151
649,1209,bus,0.6441,419,331,613,598,2.926
649,1243,person,0.5471,1608,320,1638,405,1.9
649,1224,person,0.3089,121,463,168,560,2.608
650,5,bus,0.515,438,117,559,334,5.099
650,984,car,0.5903,190,472,362,597,5.315
650,1017,bus,0.3038,326,125,423,205,5.755
650,1236,car,0.4786,612,154,688,213,5.056
650,1209,bus,0.3552,405,321,601,591,5.274
650,1258,train,0.3498,1233,104,1907,484,0.0
651,5,bus,0.6823,408,117,529,334,11.75
651,984,truck,0.544,158,471,334,599,11.845
651,1017,bus,0.6577,295,124,391,203,13.25
651,1209,truck,0.6558,377,324,570,590,12.502
651,1258,train,0.251,1207,102,1919,504,11.402
652,5,bus,0.7179,378,123,500,342,18.777
652,984,car,0.5037,132,476,309,606,18.0
652,1209,bus,0.6553,349,335,544,603,18.507
653,5,bus,0.5245,379,139,495,344,18.291
653,984,car,0.5547,138,477,311,605,16.252
653,1209,truck,0.4386,354,336,545,597,16.757
653,1276,car,0.4819,550,164,631,223,0.0
653,1017,bus,0.6611,267,134,364,213,15.881
654,984,car,0.6444,173,469,341,593,4.809
654,1209,bus,0.5634,385,333,575,592,5.942
654,1236,car,0.5441,600,156,677,216,4.607
655,984,car,0.7347,226,458,391,581,16.008
655,1209,truck,0.5772,435,324,621,577,13.861
657,1306,car,0.7141,373,414,522,537,0.0
657,1307,bus,0.6078,568,285,758,537,0.0
658,1306,car,0.7432,400,426,542,542,25.632
658,1307,bus,0.7023,589,297,782,553,26.077
658,1313,bus,0.6563,619,95,739,305,0.0
658,1315,bus,0.6532,504,96,598,177,0.0
658,1317,truck,0.4879,57,918,495,1073,0.0
659,1306,car,0.7226,406,436,548,552,17.755
659,1307,bus,0.7191,596,307,789,563,18.822
659,1313,bus,0.4497,622,105,742,315,10.44
659,1315,bus,0.4784,506,106,601,188,11.18
659,1317,truck,0.3147,65,922,493,1073,3.606
659,1324,car,0.4692,793,138,871,199,0.0
659,1326,bus,0.4037,1267,53,1343,171,0.0
659,1327,person,0.507,301,439,345,529,0.0
660,1306,car,0.7873,412,432,549,544,11.823
660,1307,bus,0.6423,598,304,790,559,12.297
660,1313,bus,0.5581,623,105,741,312,4.272
660,1315,bus,0.5456,510,107,600,184,4.924
660,1317,truck,0.5432,56,912,510,1073,3.808
660,1324,car,0.4001,793,134,870,194,4.123
660,1326,bus,0.2937,1267,48,1344,166,5.0
660,1327,person,0.5694,301,439,344,527,1.414
661,1306,car,0.7124,407,418,555,539,8.533
661,1307,bus,0.6048,598,292,789,546,7.762
661,1313,bus,0.5771,623,92,743,302,1.667
661,1317,truck,0.4024,36,898,526,1073,3.727
661,1324,car,0.3791,792,123,868,182,8.062
661,1327,person,0.5528,299,424,345,518,6.519
662,1306,car,0.6276,404,410,551,531,3.808
662,1307,bus,0.7206,597,284,786,537,4.039
662,1313,bus,0.5095,620,92,736,294,1.768
662,1317,truck,0.4703,21,888,531,1072,3.75
662,1324,car,0.4636,790,116,867,176,7.454
662,1327,person,0.3734,297,418,343,511,6.741
662,1315,bus,0.4258,505,89,599,169,1.768
662,1326,bus,0.6847,1262,34,1338,151,6.872
663,1306,car,0.5728,388,407,537,529,7.504
663,1307,truck,0.6038,580,276,773,534,8.5
663,1313,bus,0.5933,601,84,721,293,7.603
663,1317,truck,0.5087,5,887,515,1072,6.543
663,1324,car,0.6087,774,115,851,175,7.62
663,1315,bus,0.5129,485,88,578,167,4.386
664,1306,car,0.5806,355,406,497,522,14.773
664,1307,truck,0.6213,546,277,735,531,15.093
664,1317,truck,0.48,0,884,482,1071,11.15
665,1317,truck,0.4162,0,883,453,1071,13.895
665,984,car,0.5287,280,406,433,520,12.06
665,1209,truck,0.6114,477,277,664,533,10.734
666,1317,truck,0.4076,0,884,422,1072,16.258
666,984,car,0.5097,246,406,403,524,9.662
666,1209,truck,0.585,447,277,633,532,8.47
667,1209,truck,0.5778,408,282,593,535,4.43
668,1209,bus,0.7136,359,298,547,555,6.057
668,1258,train,0.5334,1124,107,1919,575,3.772
669,1209,bus,0.5792,340,309,533,576,34.754
669,1379,bus,0.7439,355,126,474,335,0.0
669,1381,car,0.6119,145,446,288,559,0.0
669,1382,person,0.5198,1514,329,1545,420,0.0
669,1383,person,0.4215,1826,398,1870,508,0.0
669,1385,bus,0.6434,224,132,323,214,0.0
670,1209,bus,0.6109,317,316,502,572,34.243
670,1381,car,0.6621,120,444,260,555,26.173
670,1394,truck,0.3689,0,911,244,1075,0.0
670,1258,train,0.352,1111,124,1919,599,4.334
671,1209,bus,0.5736,293,315,477,570,29.98
671,1381,car,0.5784,97,438,236,547,25.495
671,1394,truck,0.4103,0,898,244,1075,7.0
671,1258,train,0.4053,1087,113,1919,614,4.58
671,5,bus,0.5546,298,124,417,329,6.714
672,1209,truck,0.7611,274,311,459,566,21.956
672,1381,car,0.7677,76,431,216,541,23.935
672,1394,truck,0.3373,0,887,245,1075,6.0
672,5,bus,0.5713,290,116,412,323,5.579
673,1209,bus,0.539,261,306,441,554,21.461
673,1381,car,0.5121,63,426,206,539,21.101
673,1394,truck,0.4665,0,876,245,1075,6.0
673,5,bus,0.7232,278,112,398,316,4.885
673,1411,person,0.6036,1746,374,1786,487,0.0
674,1209,bus,0.7153,252,293,431,538,18.481
674,1381,car,0.4137,59,415,189,517,18.448
674,5,bus,0.7891,267,100,387,303,5.574
674,1017,bus,0.4355,120,101,221,183,8.733
674,1258,train,0.4921,1016,86,1917,610,4.649
675,1209,truck,0.6732,241,255,424,505,20.391
675,1381,car,0.6672,48,370,186,478,20.954
675,1434,truck,0.4397,0,810,191,1072,0.0
675,1394,car,0.5304,0,814,279,1072,10.562
676,1209,bus,0.6716,247,253,427,498,17.339
676,1381,truck,0.4187,46,355,205,481,17.792
676,1434,truck,0.5575,0,813,198,1070,4.0
676,1411,person,0.6557,1739,327,1780,442,15.51
676,5,bus,0.8002,261,70,382,276,12.814
676,1258,train,0.2638,1024,51,1919,590,6.779
677,1209,bus,0.8261,256,219,441,472,21.263
677,1434,truck,0.51,0,788,217,1070,8.846
677,5,bus,0.6052,270,30,392,239,17.464
677,1258,train,0.4764,1050,16,1919,546,12.257
677,1315,car,0.6624,452,47,526,107,5.269
678,1209,bus,0.7209,272,242,459,499,12.75
678,1434,car,0.5628,21,815,221,1071,8.692
678,1258,train,0.532,1063,13,1919,547,11.98
678,1394,truck,0.421,0,822,293,1068,6.787
679,1209,bus,0.7134,294,290,475,539,15.532
679,1434,truck,0.5361,41,852,217,1071,9.862
679,1379,bus,0.7183,316,131,432,334,4.005
680,1209,bus,0.79,312,302,488,543,19.65
680,1434,truck,0.4265,47,845,232,1070,10.77
680,1465,car,0.5713,136,416,274,527,0.0
680,1379,bus,0.5771,326,125,437,319,3.087
680,1258,train,0.3598,1125,85,1906,550,9.664
680,1394,car,0.5102,0,833,303,1069,5.216
681,1209,truck,0.5749,329,293,508,538,24.749
681,1465,car,0.4505,152,398,287,507,23.601
681,1379,bus,0.6564,341,112,452,304,2.369
681,1258,train,0.337,1131,82,1917,551,10.63
681,1394,truck,0.5809,0,818,319,1070,6.034
682,1209,bus,0.7715,326,278,505,524,14.708
682,1465,car,0.7081,149,384,283,492,17.393
682,1379,bus,0.5694,342,95,454,286,3.314
682,1258,train,0.3759,1135,69,1919,537,9.66
682,1394,truck,0.6835,0,806,323,1069,3.258
682,1491,bus,0.4885,985,38,1053,151,0.0
683,1209,bus,0.7215,322,282,502,529,7.353
683,1465,car,0.5786,143,388,277,496,9.809
683,1379,bus,0.5734,335,112,445,298,7.846
683,1394,truck,0.5694,0,805,317,1068,3.0
683,1494,person,0.6148,1802,348,1844,464,0.0
684,1209,bus,0.7727,309,280,489,528,4.507
684,1465,car,0.7502,127,391,259,498,7.387
684,1379,bus,0.7516,321,105,437,301,4.776
684,1394,truck,0.5053,0,800,313,1072,3.953
684,1258,train,0.2984,1097,77,1915,565,7.276
685,1209,bus,0.7388,294,274,472,519,9.956
685,1465,car,0.7359,112,383,242,488,11.328
685,1379,bus,0.5436,302,99,422,300,8.793
685,1394,truck,0.6116,0,790,307,1070,3.808
686,1209,bus,0.6278,275,268,455,516,12.701
686,1465,car,0.5234,93,375,225,482,14.468
686,1379,bus,0.557,288,89,400,275,13.647
686,1394,truck,0.7041,0,784,297,1071,4.1
686,1258,train,0.2863,1072,72,1919,589,3.976
687,1209,bus,0.7162,264,266,443,513,15.283
687,1465,car,0.7138,81,376,213,482,16.082
687,1379,bus,0.6582,276,87,386,267,16.327
687,1394,truck,0.5999,0,779,291,1071,4.257
687,1525,person,0.6573,1740,343,1780,451,0.0
687,1526,person,0.4848,831,298,873,398,0.0
687,1258,train,0.2959,1033,64,1911,589,8.825
688,1209,bus,0.5747,262,270,438,513,12.674
688,1465,car,0.7182,82,379,212,484,11.95
688,1379,bus,0.6787,272,96,383,279,13.601
688,1394,truck,0.6134,0,778,288,1070,4.243
688,1525,person,0.6628,1741,346,1783,457,4.472
688,1526,person,0.4584,832,307,872,404,7.0
688,1529,person,0.4217,1243,175,1275,237,0.0
689,1209,bus,0.662,262,268,440,514,8.097
689,1465,car,0.6461,86,375,214,478,7.115
689,1379,bus,0.5264,273,98,384,278,8.934
689,1394,truck,0.534,0,770,288,1070,3.363
689,1525,person,0.6312,1744,344,1785,454,2.236
689,1526,person,0.4315,837,307,877,404,4.301
689,1529,person,0.3164,1247,175,1277,233,3.606
689,1533,bus,0.4615,0,771,247,1073,0.0
690,1209,bus,0.4635,270,270,446,513,1.768
690,1465,car,0.6507,93,375,225,481,0.0
690,1379,bus,0.6078,274,99,394,295,4.507
690,1394,bus,0.3602,0,768,293,1072,1.82
690,1525,person,0.5125,1753,348,1793,454,4.534
690,1526,person,0.4474,844,312,886,412,6.368
690,1533,truck,0.4356,3,768,252,1070,5.0
690,1535,car,0.4756,437,129,525,188,0.0
691,1209,truck,0.575,283,273,458,515,4.43
691,1465,car,0.6817,106,378,237,483,6.005
691,1379,bus,0.4945,288,101,405,291,6.052
691,1394,truck,0.4725,0,762,298,1070,2.462
691,1525,person,0.585,1762,353,1804,464,6.374
691,1526,person,0.4455,854,318,895,416,7.267
691,1533,bus,0.5349,7,761,263,1071,6.708
691,1535,car,0.3662,446,134,533,192,9.434
691,1539,bus,0.4829,287,275,461,515,0.0
691,1542,bus,0.4556,930,47,1016,164,0.0
691,1258,train,0.3945,1033,74,1900,589,7.458
692,1465,car,0.7633,115,379,249,487,8.764
692,1379,bus,0.5461,303,105,415,284,8.189
692,1394,truck,0.5288,0,759,303,1069,3.052
692,1525,person,0.683,1773,352,1816,465,8.189
692,1533,bus,0.5786,11,757,270,1070,6.412
692,1539,bus,0.4641,297,273,470,511,9.487
692,1542,bus,0.275,937,49,1024,168,7.616
692,1543,car,0.343,870,97,923,131,0.0
693,1465,car,0.6638,134,379,262,482,12.042
693,1379,bus,0.6399,316,108,425,280,10.607
693,1394,truck,0.5011,0,756,310,1068,3.4
693,1525,person,0.6768,1787,353,1830,466,11.281
693,1533,bus,0.5164,17,754,280,1069,6.828
693,1539,bus,0.6232,312,276,484,513,12.01
693,1542,bus,0.3763,952,48,1040,168,11.597
693,1535,car,0.3145,470,138,555,195,10.672
693,1258,train,0.4331,1072,69,1880,541,3.778
694,1465,car,0.6729,156,376,284,478,15.252
694,1379,bus,0.6688,337,105,451,282,15.033
694,1394,bus,0.75,0,749,325,1068,5.0
694,1539,bus,0.726,332,277,503,512,14.337
694,1535,car,0.4371,490,138,577,196,13.193
694,1258,train,0.3436,1100,78,1899,543,2.55
694,1494,person,0.638,1812,360,1852,469,1.095
695,1465,car,0.7532,181,374,308,476,18.293
695,1379,bus,0.6973,360,104,473,279,17.545
695,1394,bus,0.6891,0,742,345,1072,6.175
695,1539,bus,0.6853,357,274,529,510,17.266
695,1535,car,0.3946,512,135,601,195,15.065
695,1258,train,0.5109,1129,85,1898,529,5.649
695,1533,truck,0.4836,35,743,315,1073,9.849
696,1465,car,0.737,215,376,341,477,24.064
696,1379,bus,0.5774,392,109,504,282,22.251
696,1394,bus,0.5294,21,740,371,1072,11.426
696,1539,bus,0.6546,388,275,559,511,22.501
696,1535,car,0.4947,540,138,629,198,19.026
696,1533,truck,0.474,57,742,343,1072,13.124
697,1465,car,0.6843,242,377,365,476,26.269
697,1379,bus,0.651,413,110,530,291,25.295
697,1394,bus,0.8241,48,738,398,1070,17.117
697,1539,bus,0.6569,413,275,585,513,25.25
698,1465,car,0.7532,257,373,381,472,24.782
698,1379,bus,0.5002,424,113,543,297,22.451
698,1394,bus,0.733,61,733,414,1069,18.831
698,1539,bus,0.7456,426,274,596,508,23.512
698,1535,car,0.2616,577,140,664,199,21.608
699,1465,car,0.6697,261,368,383,466,19.602
699,1379,bus,0.5626,432,109,544,282,18.028
699,1394,bus,0.5646,66,728,424,1069,18.388
699,1539,bus,0.6785,429,273,596,504,17.279
699,1573,person,0.5188,1582,297,1611,386,0.0
699,1574,car,0.4554,987,98,1047,135,0.0
699,1575,person,0.4148,983,337,1035,440,0.0
699,1258,train,0.3341,1225,89,1905,479,13.699
699,1533,truck,0.3972,92,729,392,1070,14.708
700,1465,car,0.6516,262,366,380,460,11.231
700,1379,bus,0.4246,433,107,543,275,10.05
700,1394,bus,0.4168,67,721,429,1068,13.342
700,1539,bus,0.5675,428,271,594,500,9.708
700,1573,person,0.437,1581,295,1611,386,1.0
700,1574,car,0.3154,990,97,1047,132,2.236
700,1575,person,0.4222,982,339,1032,438,2.0
700,1583,car,0.3512,577,134,658,192,0.0
700,1258,train,0.2975,1227,89,1900,472,12.932
700,1533,truck,0.4241,94,723,400,1067,14.326
701,1465,car,0.6574,262,365,380,458,5.858
701,1379,bus,0.3952,432,108,540,272,4.507
701,1394,bus,0.3957,70,718,432,1067,7.616
701,1539,bus,0.4379,426,271,591,498,3.363
701,1573,person,0.3988,1579,296,1609,387,1.0
701,1574,car,0.497,987,97,1045,133,0.707
701,1575,person,0.5736,981,344,1033,448,4.123
701,1258,train,0.3355,1226,87,1908,474,10.618
701,1533,truck,0.392,96,719,408,1066,13.107
701,1584,car,0.4778,387,147,429,200,0.0
702,1465,car,0.708,263,366,388,465,2.305
702,1379,bus,0.4444,433,109,545,280,3.132
702,1539,bus,0.6221,429,272,595,501,1.275
702,1573,person,0.5662,1582,299,1613,391,1.374
702,1574,car,0.3645,991,104,1044,137,1.333
702,1575,person,0.4804,985,351,1040,460,5.754
702,1533,bus,0.5303,103,717,415,1061,10.281
702,1583,car,0.4278,580,141,662,200,4.031
703,1465,car,0.7656,263,363,386,461,1.346
703,1379,bus,0.3514,432,107,545,279,0.5
703,1539,bus,0.4553,392,163,631,505,13.502
703,1573,person,0.6328,1582,297,1613,389,0.559
703,1574,car,0.3639,991,100,1048,135,0.559
703,1575,person,0.6214,985,352,1040,462,4.809
703,1533,bus,0.4788,108,712,417,1050,6.727
703,1584,car,0.4647,392,151,432,201,2.5
704,1465,car,0.7515,265,365,383,459,0.791
704,1379,bus,0.4597,430,109,543,281,1.118
704,1539,bus,0.6275,413,219,611,501,6.255
704,1573,person,0.5515,1582,298,1613,391,1.031
704,1574,car,0.3433,989,101,1048,137,1.25
704,1575,person,0.5295,984,357,1039,467,6.083
704,1533,bus,0.5956,112,712,420,1047,6.21
704,1584,car,0.464,391,152,431,202,1.667
704,1542,bus,0.3097,1060,53,1146,173,10.019
704,1583,car,0.4541,577,142,658,200,2.0
705,1465,car,0.6909,268,365,383,456,1.031
705,1379,bus,0.62,423,111,549,306,4.5
705,1539,bus,0.679,424,252,600,501,2.236
705,1573,person,0.6151,1583,302,1614,394,2.016
705,1574,car,0.3935,998,101,1059,138,3.162
705,1575,person,0.4104,985,360,1039,470,4.912
705,1533,bus,0.6392,114,709,423,1043,5.657
705,1600,person,0.4088,1390,191,1426,257,0.0
705,1583,car,0.3237,578,143,656,199,1.6
705,1394,truck,0.3003,94,708,441,1045,5.579
706,1465,car,0.6763,264,363,382,456,1.581
706,1379,bus,0.4491,425,110,544,292,2.151
706,1539,bus,0.5685,425,264,591,498,1.601
706,1574,car,0.3252,1002,101,1061,137,3.509
706,1575,motorcycle,0.4722,985,369,1037,475,4.257
706,1583,car,0.2864,575,144,654,200,1.581
706,1602,person,0.4823,986,363,1034,470,0.0
706,1584,car,0.4696,388,150,432,205,0.894
707,1465,car,0.6254,261,361,381,456,1.25
707,1379,bus,0.4667,419,110,544,303,3.691
707,1539,bus,0.6655,425,269,587,498,12.314
707,1575,motorcycle,0.2932,982,370,1035,479,4.366
707,1602,person,0.5185,984,364,1033,473,2.828
707,1607,person,0.5227,92,459,130,547,0.0
707,1584,car,0.2623,385,149,431,206,0.667
707,1573,person,0.5977,1576,302,1606,393,1.265
707,1600,person,0.29,1389,194,1422,254,1.5
707,1394,bus,0.6475,97,698,439,1033,5.028
708,1465,car,0.7516,257,361,377,456,2.016
708,1379,bus,0.5711,420,112,535,289,2.574
708,1539,bus,0.6544,422,271,583,497,6.5
708,1575,motorcycle,0.3401,980,373,1033,482,3.953
708,1602,person,0.4105,982,369,1029,475,3.905
708,1607,person,0.4591,91,459,125,538,5.831
708,1584,car,0.3041,380,150,427,208,1.897
708,1610,truck,0.3362,103,694,426,1026,0.0
708,1573,person,0.2759,1573,304,1603,394,2.163
708,1394,bus,0.5855,99,693,439,1028,4.995
708,1583,car,0.3575,565,142,648,201,2.506
709,1465,car,0.7025,252,358,374,455,3.162
709,1379,bus,0.6995,420,112,529,279,4.423
709,1539,bus,0.5842,419,269,580,496,3.579
709,1575,motorcycle,0.3025,976,374,1030,486,4.373
709,1602,person,0.449,976,372,1025,481,4.714
709,1607,person,0.4633,84,461,122,548,4.031
709,1584,car,0.3128,377,152,422,208,2.474
709,1610,bus,0.6137,105,691,421,1016,7.071
709,1573,person,0.3804,1570,303,1601,395,2.6
709,1394,truck,0.3959,100,689,431,1017,5.18
709,1613,person,0.6819,1889,370,1916,483,0.0
709,1583,car,0.3738,559,143,642,202,3.406
710,1465,car,0.791,248,357,369,453,3.881
710,1379,bus,0.6501,414,112,522,277,4.366
710,1539,bus,0.5163,411,267,573,494,4.008
710,1575,motorcycle,0.2894,972,381,1025,491,4.776
710,1602,person,0.4411,973,373,1019,475,4.031
710,1607,person,0.3156,79,461,119,552,4.123
710,1584,car,0.348,371,154,414,207,4.562
710,1610,bus,0.6867,108,688,416,1005,7.071
710,1573,person,0.4073,1564,302,1595,395,3.8
710,1394,truck,0.3718,101,686,424,1007,6.083
710,1613,person,0.4821,1886,370,1913,481,3.162
710,1583,car,0.5037,554,143,637,202,4.405
711,1465,car,0.7639,242,355,363,452,4.912
711,1379,bus,0.5994,409,112,518,278,5.274
711,1539,bus,0.5442,408,267,567,489,4.912
711,1602,person,0.4306,970,378,1018,486,4.95
711,1584,car,0.4875,365,152,410,207,5.274
711,1583,car,0.43,549,143,631,201,4.8
712,1465,car,0.7693,242,355,362,451,3.953
712,1379,bus,0.6656,408,113,516,276,4.039
712,1539,bus,0.5148,407,268,566,491,4.191
712,1602,person,0.4464,969,381,1017,489,4.423
712,1584,car,0.555,361,154,406,210,5.056
712,1624,car,0.4085,962,106,1025,142,0.0
712,1627,truck,0.3425,1043,67,1110,179,0.0
712,1575,motorcycle,0.3889,967,385,1021,498,4.405
712,1607,person,0.5584,72,463,113,555,3.985
712,1394,bus,0.5679,111,684,424,995,5.204
712,1613,person,0.4095,1883,369,1911,484,1.667
713,1465,car,0.6508,251,356,366,448,1.601
713,1379,bus,0.5845,412,113,520,276,2.016
713,1539,bus,0.5899,411,268,571,492,2.062
713,1584,car,0.3685,367,155,410,208,2.761
713,1624,car,0.3434,972,110,1029,143,7.28
713,1631,bus,0.513,125,683,430,989,0.0
713,1575,person,0.417,974,385,1028,498,2.973
713,1394,truck,0.5114,122,680,433,989,5.441
713,1613,person,0.6511,1885,369,1914,484,0.75
713,1258,train,0.3222,1233,105,1888,468,2.86
713,1583,car,0.3071,552,143,636,201,2.408
714,1465,car,0.7701,265,351,385,447,4.507
714,1539,bus,0.4145,424,266,583,488,2.85
714,1394,truck,0.5597,140,673,451,983,7.81
714,1583,car,0.4954,565,143,647,200,1.217
715,1465,car,0.6761,288,348,407,444,11.385
715,1394,truck,0.5432,167,669,474,975,12.554
715,1583,car,0.4989,584,141,669,200,6.213
715,1574,car,0.3517,1012,105,1068,140,1.799
715,1379,bus,0.5041,447,111,554,271,6.428
716,1465,car,0.8018,316,350,432,445,18.062
716,1394,truck,0.5458,199,667,500,967,21.225
717,1465,car,0.6797,340,349,455,443,22.301
717,1394,truck,0.6905,225,663,525,962,25.11
718,1465,car,0.7122,355,346,469,439,21.82
718,1394,truck,0.763,243,658,540,955,24.622
718,1661,bus,0.541,511,111,623,271,0.0
718,1662,person,0.6212,1665,307,1697,395,0.0
718,1667,person,0.4883,1076,397,1131,511,0.0
718,1539,bus,0.6726,507,267,664,486,14.003
719,1465,car,0.8073,362,342,475,435,17.862
719,1394,truck,0.7466,251,649,545,943,20.555
